Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;V-Mag;NGC;IC;Common names
NGC2209;GCl;06:08:35.91;-73:50:18.3;Men;2.90;2.90;;13.15;;;
NGC2210;GCl;06:11:31.36;-69:07:17.0;Dor;3.30;3.30;;10.94;;;
NGC2211;G;06:18:30.36;-18:32:14.2;CMa;1.39;0.73;24;;;;
NGC2212;G;06:18:35.76;-18:31:10.1;CMa;1.28;0.69;147;;;;
NGC2213;OCl;06:10:41.94;-71:31:42.4;Men;2.10;2.10;;12.38;;;
NGC2214;OCl;06:12:56.93;-68:15:38.6;Dor;3.10;3.10;;10.93;;;
NGC2215;OCl;06:20:49.25;-07:17:01.6;Mon;8.40;;;8.45;;;
NGC2216;G;06:21:30.74;-22:05:14.8;CMa;1.43;1.11;20;;;;
NGC2217;G;06:21:39.78;-27:14:01.5;CMa;4.63;4.12;113;11.93;;;
NGC2218;Other;06:24:41.49;+19:20:28.7;Gem;;;;;;;
NGC2219;OCl;06:23:44.32;-04:40:38.2;Mon;4.20;;;;;;
NGC2220;Other;06:21:10.76;-44:45:35.2;Pup;4.20;;;;;;
NGC2221;G;06:20:15.72;-57:34:42.3;Pic;2.41;0.51;179;;;;
NGC2222;G;06:20:17.06;-57:32:04.1;Pic;1.35;0.38;148;;;;
NGC2223;G;06:24:35.91;-22:50:17.7;CMa;2.82;2.25;9;;;;
NGC2224;Other;06:27:28.59;+12:35:36.2;Gem;;;;;;;
NGC2225;OCl;06:26:34.49;-09:37:50.7;Mon;3.60;;;;;;
NGC2226;OCl;06:26:37.58;-09:38:34.0;Mon;;;;;;;
NGC2227;G;06:25:57.98;-22:00:17.4;CMa;2.27;1.21;21;;;;
NGC2228;G;06:21:15.54;-64:27:31.8;Dor;0.99;0.84;42;;;;
NGC2229;G;06:21:23.68;-64:57:24.0;Dor;1.24;0.52;132;;;;
NGC2230;G;06:21:27.56;-64:59:34.0;Dor;1.32;0.65;93;;;;
NGC2231;GCl;06:20:42.97;-67:31:06.6;Dor;2.10;2.10;;13.20;;;
NGC2232;OCl;06:28:01.13;-04:50:50.8;Mon;9.90;;;3.90;;;
NGC2233;G;06:21:40.06;-65:02:00.1;Dor;0.98;0.37;43;;;;
NGC2234;OCl;06:29:21.68;+16:43:22.3;Gem;4.20;;;;;;
NGC2235;G;06:22:21.91;-64:56:03.9;Dor;1.41;1.15;57;;;;
NGC2236;OCl;06:29:39.70;+06:49:50.5;Mon;5.40;;;8.50;;;
NGC2237;Neb;06:30:54.61;+05:02:57.0;Mon;80.00;50.00;;;;;Rosette A
NGC2238;HII;06:30:40.37;+05:00:47.0;Mon;80.00;60.00;;;;;Rosette Nebula
NGC2239;Cl+N;06:31:55.56;+04:56:34.6;Mon;9.30;;;4.80;2244;;
NGC2240;OCl;06:33:10.55;+35:15:00.7;Aur;3.60;;;;;;
NGC2241;OCl;06:22:51.36;-68:55:31.4;Dor;1.60;1.60;;13.25;;;
NGC2242;PN;06:34:07.24;+44:46:37.3;Aur;0.37;;;15.00;;;
NGC2243;OCl;06:29:34.48;-31:16:52.8;CMa;5.10;;;9.40;;;
NGC2244;Dup;06:31:55.56;+04:56:34.6;Mon;;;;;2239;;
NGC2245;RfN;06:32:41.25;+10:09:23.9;Mon;2.00;2.00;;;;;
NGC2246;Neb;06:32:33.80;+05:07:41.8;Mon;10.00;10.00;90;;;;Rosette B
NGC2247;RfN;06:33:05.20;+10:19:20.1;Mon;2.00;2.00;;;;;
NGC2248;Other;06:34:35.75;+26:18:16.0;Gem;;;;;;;
NGC2249;GCl;06:25:49.57;-68:55:11.2;Dor;2.30;2.30;;12.23;;;
NGC2250;OCl;06:33:49.88;-05:05:04.0;Mon;5.10;;;8.90;;;
NGC2251;OCl;06:34:38.48;+08:21:59.0;Mon;5.70;;;7.30;;;
NGC2252;OCl;06:34:42.97;+05:21:58.5;Mon;6.60;;;7.70;;;
NGC2253;G;06:43:41.84;+65:12:22.6;Cam;1.43;1.05;130;;;;
NGC2254;OCl;06:35:49.66;+07:40:23.8;Mon;4.20;;;9.10;;;
NGC2255;G;06:33:58.63;-34:48:45.3;Col;1.47;0.78;159;;;;
NGC2256;G;06:47:13.97;+74:14:11.5;Cam;2.17;1.97;65;;;;
NGC2257;GCl;06:30:13.86;-64:19:32.2;Dor;4.00;4.00;;12.62;;;
NGC2258;G;06:47:45.80;+74:28:54.0;Cam;3.02;1.91;150;;;;
NGC2259;OCl;06:38:21.44;+10:53:01.0;Mon;6.00;;;10.80;;;
NGC2260;OCl;06:38:03.07;-01:28:22.2;Mon;;;;;;;
NGC2261;RfN;06:39:09.51;+08:44:39.6;Mon;2.00;1.00;;11.85;;;Hubble's Nebula
NGC2262;OCl;06:39:38.08;+01:08:37.1;Mon;3.90;;;;;;
NGC2263;G;06:38:28.84;-24:50:55.3;CMa;2.86;1.77;144;;;;
NGC2264;Cl+N;06:40:58.25;+09:53:43.7;Mon;11.40;;;3.90;;;Christmas Tree Cluster
NGC2265;OCl;06:41:41.64;+11:54:16.7;Gem;4.50;;;;;;
NGC2266;OCl;06:43:19.21;+26:58:10.4;Gem;4.20;;;9.50;;;
NGC2267;G;06:40:51.70;-32:28:56.2;CMa;1.71;1.44;110;;;;
NGC2268;G;07:14:17.44;+84:22:56.2;Cam;2.14;0.93;73;;;;
NGC2269;OCl;06:43:17.08;+04:37:27.5;Mon;4.80;;;10.00;;;
NGC2270;OCl;06:43:57.76;+03:28:42.6;Mon;5.40;;;;;;
NGC2271;G;06:42:52.99;-23:28:33.6;CMa;1.77;1.29;78;;;;
NGC2272;G;06:42:41.30;-27:27:34.2;CMa;2.19;1.54;118;11.88;;;
NGC2273;G;06:50:08.66;+60:50:44.9;Lyn;2.29;1.39;63;13.54;;;
NGC2273A;G;06:40:07.09;+60:04:50.4;Lyn;2.00;1.19;119;;;;
NGC2273B;G;06:46:31.58;+60:20:25.4;Lyn;1.48;0.61;47;;;;
NGC2274;G;06:47:17.37;+33:34:01.9;Gem;1.78;1.77;170;;;;
NGC2275;G;06:47:17.93;+33:35:57.2;Gem;2.51;0.78;3;;;;
NGC2276;G;07:27:14.36;+85:45:16.4;Cep;2.23;1.73;19;;;;
NGC2277;Other;06:47:47.03;+33:27:04.6;Gem;;;;;;;
NGC2278;**;06:48:16.42;+33:23:39.5;Gem;;;;;;;
NGC2279;Other;06:48:24.85;+33:24:54.9;Gem;;;;;;;
NGC2280;G;06:44:49.11;-27:38:19.0;CMa;6.53;2.84;164;;;;
NGC2281;OCl;06:48:17.84;+41:04:43.9;Aur;10.80;;;5.40;;;
NGC2282;HII;06:46:51.57;+01:18:57.6;Mon;3.00;3.00;;;;;
NGC2283;G;06:45:52.69;-18:12:37.2;CMa;2.76;2.01;178;;;;
NGC2284;Other;06:49:09.56;+33:11:37.7;Gem;;;;;;;
NGC2285;**;06:49:36.02;+33:21:52.8;Gem;;;;;;;
NGC2286;OCl;06:47:40.17;-03:08:51.6;Mon;5.40;;;7.50;;;
NGC2287;OCl;06:45:59.94;-20:45:15.2;CMa;12.00;;;4.50;;;
NGC2288;G;06:50:51.96;+33:27:44.8;Gem;0.17;0.17;105;;;;
NGC2289;G;06:50:53.61;+33:28:43.2;Gem;1.21;0.81;110;;;;
NGC2290;G;06:50:56.92;+33:26:15.3;Gem;0.81;0.52;57;;;;
NGC2291;G;06:50:58.64;+33:31:30.3;Gem;0.93;0.89;165;;;;
NGC2292;G;06:47:39.65;-26:44:46.5;CMa;4.34;3.78;154;;;;
NGC2293;G;06:47:42.91;-26:45:15.7;CMa;4.41;3.44;130;;;;
NGC2294;G;06:51:11.30;+33:31:37.6;Gem;0.91;0.33;5;;;;
NGC2295;G;06:47:23.42;-26:44:10.5;CMa;2.31;0.64;49;;;;
NGC2296;G;06:48:39.11;-16:54:05.8;CMa;1.20;0.96;20;;;452;
NGC2297;G;06:44:24.59;-63:43:02.4;Pic;1.48;0.90;4;;;;
NGC2298;GCl;06:48:59.20;-36:00:19.1;Pup;4.80;;;8.89;;;
NGC2299;OCl;06:51:53.68;-07:04:57.8;Mon;4.80;;;8.90;2302;;
NGC2300;G;07:32:19.97;+85:42:34.2;Cep;3.05;2.34;74;;;;
NGC2301;OCl;06:51:45.30;+00:27:33.1;Mon;10.80;;;6.00;;;Great Bird Cluster
NGC2302;Dup;06:51:53.68;-07:04:57.8;Mon;;;;;2299;;
NGC2303;G;06:56:17.50;+45:29:33.9;Lyn;1.53;1.36;71;;;;
NGC2304;OCl;06:55:11.61;+17:59:34.0;Gem;4.80;;;10.00;;;
NGC2305;G;06:48:37.37;-64:16:23.5;Vol;1.94;1.04;137;;;;
NGC2306;OCl;06:54:29.56;-07:12:14.9;Mon;6.60;;;;;;
NGC2307;G;06:48:50.79;-64:20:07.9;Vol;1.85;1.72;145;;;;
NGC2308;G;06:58:37.59;+45:12:38.0;Lyn;1.47;0.98;171;;;;
NGC2309;OCl;06:56:03.61;-07:10:27.5;Mon;5.40;;;10.50;;;
NGC2310;G;06:53:53.96;-40:51:45.4;Pup;4.52;0.95;46;11.76;;;
NGC2311;OCl;06:57:47.55;-04:36:40.8;Mon;6.00;;;9.60;;;
NGC2312;OCl;06:58:46.74;+10:17:40.1;Mon;3.00;;;;;;
NGC2313;*;06:58:02.80;-07:56:42.1;Mon;;;;;;;
NGC2314;G;07:10:32.55;+75:19:36.0;Cam;1.32;1.03;17;;;;
NGC2315;G;07:02:33.06;+50:35:26.1;Lyn;1.57;0.30;116;;;;
NGC2316;Neb;06:59:40.85;-07:46:39.9;Mon;4.00;3.00;;;;;
NGC2317;Neb;06:59:41.59;-07:46:28.2;Mon;;;;;;;
NGC2318;OCl;06:59:27.02;-13:41:54.2;CMa;4.50;;;;;;
NGC2319;OCl;07:00:32.21;+03:02:31.9;Mon;6.00;;;11.85;;;
NGC2320;G;07:05:42.03;+50:34:51.8;Lyn;1.48;0.83;138;;;;
NGC2321;G;07:05:59.00;+50:45:21.7;Lyn;1.28;1.04;128;;;;
NGC2322;G;07:06:00.30;+50:30:37.1;Lyn;1.11;0.41;134;;;;
NGC2323;OCl;07:02:40.47;-08:21:50.5;Mon;14.10;;;5.90;;;
NGC2324;OCl;07:04:07.96;+01:02:40.6;Mon;8.70;;;8.40;;;
NGC2325;G;07:02:40.40;-28:41:50.0;CMa;3.97;2.31;4;;;;
NGC2326;G;07:08:11.02;+50:40:55.0;Lyn;2.05;1.69;105;;;;
NGC2326A;G;07:08:34.21;+50:37:53.0;Lyn;0.81;0.64;6;;;;
NGC2327;RfN;07:04:07.22;-11:18:50.8;CMa;1.00;1.00;;;;;
NGC2328;G;07:02:36.20;-42:04:06.8;Pup;1.59;1.44;120;;;;
NGC2329;G;07:09:08.01;+48:36:55.5;Lyn;1.41;1.17;175;13.99;;;
NGC2330;G;07:09:28.40;+50:09:09.1;Lyn;0.65;0.52;55;13.05;;457;
NGC2331;OCl;07:06:59.83;+27:15:41.7;Gem;4.80;;;8.50;;;
NGC2332;G;07:09:34.16;+50:10:56.2;Lyn;1.72;1.17;65;;;;
NGC2333;G;07:08:21.34;+35:10:12.1;Gem;1.00;0.70;38;;;;
NGC2334;G;07:11:33.65;+50:14:53.7;Lyn;1.20;0.87;70;;;465;
NGC2335;OCl;07:06:49.45;-10:01:43.1;Mon;8.70;;;7.20;;;
NGC2336;G;07:27:04.05;+80:10:41.1;Cam;5.01;2.81;175;12.51;;;
NGC2337;G;07:10:13.58;+44:27:26.3;Lyn;2.18;1.61;114;;;;
NGC2338;OCl;07:07:47.37;-05:43:11.0;Mon;3.30;;;;;;
NGC2339;G;07:08:20.54;+18:46:48.9;Gem;2.42;1.53;180;;;;
NGC2340;G;07:11:10.83;+50:10:29.1;Lyn;3.16;1.64;71;;;;
NGC2341;G;07:09:12.04;+20:36:10.5;Gem;0.82;0.79;60;12.88;;;
NGC2342;G;07:09:18.08;+20:38:09.5;Gem;1.17;0.84;66;12.15;;;
NGC2343;OCl;07:08:06.80;-10:37:00.5;Mon;7.50;;;6.70;;;
NGC2344;G;07:12:28.66;+47:10:00.1;Lyn;2.07;1.87;145;12.14;;;
NGC2345;OCl;07:08:18.79;-13:11:37.5;CMa;6.90;;;7.70;;;
NGC2346;PN;07:09:23.01;-00:48:32.9;Mon;0.87;;;11.60;;;
NGC2347;G;07:16:03.69;+64:42:32.1;Cam;1.64;1.19;5;;;;
NGC2348;OCl;07:03:02.52;-67:23:38.2;Vol;5.70;;;;;;
NGC2349;OCl;07:10:48.15;-08:35:35.7;Mon;5.10;;;;;;
NGC2350;G;07:13:12.19;+12:15:57.9;CMi;1.38;0.70;110;;;;
NGC2351;OCl;07:13:32.03;-10:29:29.1;Mon;3.00;;;;;;
NGC2352;OCl;07:13:05.44;-24:02:45.9;CMa;4.80;;;;;;
NGC2353;OCl;07:14:30.31;-10:15:57.1;Mon;6.60;;;7.10;;;
NGC2354;OCl;07:14:05.27;-25:41:20.1;CMa;4.80;;;6.50;;;
NGC2355;OCl;07:16:59.26;+13:44:59.5;Gem;6.00;;;9.70;2356;;
NGC2356;Dup;07:16:59.26;+13:44:59.5;Gem;;;;;2355;;
NGC2357;G;07:17:40.99;+23:21:24.3;Gem;3.22;0.48;120;;;;
NGC2358;OCl;07:16:56.33;-17:07:01.5;CMa;9.60;;;;;;
NGC2359;HII;07:18:30.98;-13:13:37.9;CMa;10.00;5.00;;;;;
NGC2360;OCl;07:17:43.12;-15:38:28.7;CMa;9.00;;;7.20;;;Caroline's Cluster
NGC2361;Neb;07:18:23.80;-13:12:34.4;CMa;;;;;;;
NGC2362;OCl;07:18:41.47;-24:57:15.1;CMa;7.20;;;4.10;;;
NGC2363;G;07:28:29.59;+69:11:34.3;Cam;1.13;0.64;17;;;;
NGC2364;OCl;07:20:46.47;-07:32:59.0;Mon;;;;;;;
NGC2365;G;07:22:22.55;+22:04:59.8;Gem;2.75;1.47;170;;;;
NGC2366;G;07:28:54.66;+69:12:56.8;Cam;4.37;1.44;31;11.39;;;
NGC2367;OCl;07:20:04.54;-21:53:02.7;CMa;5.40;;;7.90;;;
NGC2368;OCl;07:21:06.30;-10:22:18.4;Mon;4.50;;;11.80;;;
NGC2369;G;07:16:37.73;-62:20:37.4;Car;3.03;0.68;175;;;;
NGC2369A;G;07:18:43.54;-62:56:10.6;Car;2.01;1.21;37;;;;
NGC2369B;G;07:20:29.63;-62:03:14.3;Car;1.48;1.24;3;;;;
NGC2370;G;07:25:01.66;+23:46:59.6;Gem;1.20;0.70;44;;;;
NGC2371;PN;07:25:34.66;+29:29:26.3;Gem;0.73;;;11.20;2372;;
NGC2372;Dup;07:25:34.66;+29:29:26.3;Gem;;;;;2371;;
NGC2373;G;07:26:36.95;+33:49:25.3;Gem;0.59;0.42;176;;;;
NGC2374;OCl;07:23:56.07;-13:15:48.1;CMa;9.00;;;8.00;;;
NGC2375;G;07:27:09.48;+33:49:54.5;Gem;1.00;0.80;65;;;;
NGC2376;G;07:26:35.91;+23:04:22.6;Gem;0.65;0.57;31;;;;
NGC2377;G;07:24:56.82;-09:39:33.5;Mon;1.60;1.11;3;14.77;;;
NGC2378;**;07:27:24.20;+33:49:53.7;Gem;;;;;;;
NGC2379;G;07:27:26.26;+33:48:40.5;Gem;0.98;0.70;121;;;;
NGC2380;G;07:23:54.75;-27:31:44.6;CMa;2.52;2.40;150;;2382;;
NGC2381;G;07:19:57.31;-63:04:01.3;Car;1.53;1.24;107;;;;
NGC2382;Dup;07:23:54.75;-27:31:44.6;CMa;;;;;2380;;
NGC2383;OCl;07:24:39.90;-20:56:51.5;CMa;4.20;;;8.40;;;
NGC2384;OCl;07:25:09.83;-21:01:11.5;CMa;4.80;;;7.40;;;
NGC2385;G;07:28:28.07;+33:50:16.1;Gem;0.94;0.68;53;;;;
NGC2386;Other;07:28:37.92;+33:46:25.7;Gem;;;;;;;
NGC2387;G;07:28:57.93;+36:52:47.3;Aur;0.48;0.44;145;16.50;;;
NGC2388;G;07:28:53.44;+33:49:08.7;Gem;0.87;0.56;66;;2388W;;
NGC2389;G;07:29:04.65;+33:51:39.5;Gem;1.56;0.89;79;;2388E;;
NGC2390;*;07:29:04.27;+33:50:12.5;Gem;;;;;;;
NGC2391;*;07:29:07.49;+33:49:33.4;Gem;;;;;;;
NGC2392;PN;07:29:10.76;+20:54:42.6;Gem;0.33;;;9.61;;;Eskimo Nebula
NGC2393;G;07:30:04.63;+34:01:40.0;Gem;1.07;0.67;103;;;;
NGC2394;OCl;07:28:36.51;+07:05:11.6;CMi;;;;;;;
NGC2395;OCl;07:27:12.85;+13:36:29.5;Gem;4.62;;;8.00;;;
NGC2396;OCl;07:28:02.92;-11:43:10.8;Pup;6.60;;;7.40;;;
NGC2397;G;07:21:19.98;-69:00:05.3;Vol;2.51;0.76;116;;;;
NGC2397A;G;07:21:07.91;-69:06:55.2;Vol;1.10;0.84;169;;;;
NGC2397B;G;07:21:55.57;-68:50:44.9;Vol;1.20;0.57;99;;;;
NGC2398;G;07:30:16.16;+24:29:16.4;Gem;1.20;0.74;126;;;;
NGC2399;Other;07:29:50.17;-00:12:51.7;CMi;;;;;;;
NGC2400;Other;07:29:54.86;-00:12:53.0;CMi;;;;;;;
NGC2401;OCl;07:29:24.40;-13:57:58.4;Pup;2.70;;;12.60;;;
NGC2402;GPair;07:30:47.20;+09:39:02.0;CMi;1.50;;;;;;
NGC2402 NED01;G;07:30:46.58;+09:38:48.8;CMi;1.23;0.72;55;;;;
NGC2402 NED02;G;07:30:47.80;+09:39:13.0;CMi;0.91;0.68;16;;2402NE;;
NGC2403;G;07:36:51.40;+65:36:09.2;Cam;19.95;10.07;126;8.38;;;
NGC2404;HII;07:37:06.73;+65:36:38.9;Cam;;;;;;;
NGC2405;G;07:32:13.98;+25:54:23.0;Gem;0.94;0.55;100;;;;
NGC2406;G;07:31:47.74;+18:17:16.5;Gem;0.69;0.61;53;;;;
NGC2407;G;07:31:56.67;+18:19:59.1;Gem;1.37;0.95;66;;;;
NGC2408;OCl;07:40:31.92;+71:40:05.5;Cam;;;;;;;
NGC2409;OCl;07:31:36.72;-17:11:25.5;Pup;0.11;;;7.30;;;
NGC2410;G;07:35:02.26;+32:49:19.6;Gem;2.17;0.65;33;16.26;;;
NGC2411;G;07:34:36.33;+18:16:53.6;Gem;1.00;0.65;48;;;;
NGC2412;*;07:34:21.48;+08:32:52.0;CMi;;;;;;;
NGC2413;OCl;07:33:16.50;-13:05:44.0;Pup;4.80;;;;;;
NGC2414;OCl;07:33:12.80;-15:27:13.9;Pup;5.40;;;7.90;;;
NGC2415;G;07:36:56.69;+35:14:31.1;Gem;0.83;0.83;5;;;;
NGC2416;G;07:35:41.52;+11:36:43.3;CMi;0.87;0.18;95;;;;
NGC2417;G;07:30:12.09;-62:15:09.5;Car;2.48;1.78;83;;;;
NGC2418;G;07:36:37.51;+17:53:02.1;Gem;1.59;1.53;65;;;;
NGC2419;GCl;07:38:07.95;+38:52:47.9;Lyn;4.50;;;10.05;;;
NGC2420;OCl;07:38:23.90;+21:34:26.7;Gem;7.50;;;8.30;;;
NGC2421;OCl;07:36:11.81;-20:36:44.1;Pup;5.10;;;8.30;;;
NGC2422;OCl;07:36:35.02;-14:28:57.4;Pup;19.80;;;4.40;2478;;
NGC2423;OCl;07:37:06.73;-13:52:17.4;Pup;11.70;;;6.70;;;
NGC2424;G;07:40:39.29;+39:13:59.9;Lyn;3.37;0.52;82;;;;
NGC2425;OCl;07:38:17.63;-14:52:40.2;Pup;5.40;;;;;;
NGC2426;G;07:43:18.46;+52:19:06.6;Lyn;1.10;1.10;30;;;;
NGC2427;G;07:36:28.18;-47:38:08.0;Pup;5.74;2.46;122;11.58;;;
NGC2428;OCl;07:39:21.77;-16:31:44.5;Pup;4.50;;;;;;
NGC2429A;G;07:43:47.58;+52:21:26.7;Lyn;1.68;0.31;147;;;;
NGC2429B;G;07:43:51.83;+52:20:54.5;Lyn;0.41;0.22;55;;;;
NGC2430;OCl;07:39:41.05;-16:17:45.8;Pup;4.20;;;;;;
NGC2431;G;07:45:13.39;+53:04:30.4;Lyn;0.86;0.78;115;;2436;;
NGC2432;OCl;07:40:53.87;-19:04:08.7;Pup;5.40;;;10.20;;;
NGC2433;Other;07:42:43.63;+09:15:33.3;CMi;;;;;;;
NGC2434;G;07:34:51.16;-69:17:02.9;Vol;2.69;2.20;140;11.26;;;
NGC2435;G;07:44:13.58;+31:39:04.0;Gem;2.17;0.42;36;;;;
NGC2436;Dup;07:45:13.39;+53:04:30.4;Lyn;;;;;2431;;
NGC2437;OCl;07:41:46.82;-14:48:36.0;Pup;21.00;;;6.10;;;
NGC2438;PN;07:41:50.39;-14:44:08.8;Pup;1.07;;;10.80;;;
NGC2439;OCl;07:40:45.41;-31:41:32.7;Pup;8.70;;;6.90;;;
NGC2440;PN;07:41:55.36;-18:12:30.5;Pup;0.27;;;9.40;;;
NGC2441;G;07:51:54.74;+73:00:56.5;Cam;1.98;1.81;155;;;;
NGC2442;G;07:36:23.84;-69:31:51.0;Vol;4.68;3.09;23;10.42;2443;;
NGC2443;Dup;07:36:23.84;-69:31:51.0;Vol;;;;;2442;;
NGC2444;G;07:46:53.04;+39:01:54.7;Lyn;1.07;0.66;35;;;;
NGC2445;G;07:46:55.10;+39:00:54.6;Lyn;1.86;1.12;167;;;;
NGC2446;G;07:48:39.24;+54:36:42.9;Lyn;1.75;0.91;128;;;;
NGC2447;OCl;07:44:29.23;-23:51:11.1;Pup;15.00;;;6.20;;;
NGC2448;OCl;07:44:33.19;-24:40:23.4;Pup;6.00;;;;;;
NGC2449;G;07:47:20.28;+26:55:48.6;Gem;1.44;0.57;135;;;;
NGC2450;G;07:47:32.28;+27:01:08.9;Gem;0.97;0.30;156;;;;
NGC2451;OCl;07:45:15.01;-37:58:02.8;Pup;37.50;;;9.50;;;
NGC2452;PN;07:47:26.37;-27:20:02.4;Pup;0.32;;;12.00;;;
NGC2453;OCl;07:47:34.13;-27:11:41.3;Pup;3.00;;;8.30;;;
NGC2454;G;07:50:35.02;+16:22:06.9;Gem;1.18;0.51;101;;;;
NGC2455;OCl;07:48:58.60;-21:17:52.6;Pup;4.50;;;10.20;;;
NGC2456;G;07:54:10.66;+55:29:43.1;Lyn;1.15;0.79;30;;;;
NGC2457;G;07:54:45.73;+55:32:47.6;Lyn;0.50;0.26;131;;;;
NGC2458;G;07:55:35.10;+56:44:08.0;Lyn;0.38;0.22;80;;;;
NGC2459;OCl;07:52:01.77;+09:33:26.7;CMi;2.70;;;;;;
NGC2460;G;07:56:52.29;+60:20:57.8;Cam;1.83;1.37;43;;;;
NGC2461;*;07:56:26.26;+56:40:23.9;Lyn;;;;;;;
NGC2462;G;07:56:32.06;+56:41:13.6;Lyn;0.60;0.35;155;;;;
NGC2463;G;07:57:12.48;+56:40:35.5;Lyn;0.60;0.60;145;;;;
NGC2464;Other;07:57:32.69;+56:41:26.0;Lyn;;;;;;;
NGC2465;*;07:57:26.10;+56:49:20.9;Lyn;;;;;;;
NGC2466;G;07:45:16.05;-71:24:37.5;Vol;1.51;1.46;45;;;;
NGC2467;Cl+N;07:52:23.43;-26:26:36.0;Pup;4.20;;;;;;
NGC2468;G;07:58:02.46;+56:21:34.5;Lyn;1.51;0.52;50;;;;
NGC2469;G;07:58:03.42;+56:40:49.7;Lyn;0.90;0.64;163;;;;
NGC2470;G;07:54:20.77;+04:27:34.9;CMi;1.95;0.60;127;;;;
NGC2471;**;07:58:32.96;+56:46:34.2;Lyn;;;;;;;
NGC2472;G;07:58:41.90;+56:42:04.7;Lyn;0.65;0.56;14;;;;
NGC2473;G;07:55:34.83;+56:44:08.9;Lyn;0.52;0.38;80;;;;
NGC2474;G;07:57:58.95;+52:51:26.2;Lyn;1.14;1.02;130;;;;
NGC2475;G;07:58:00.44;+52:51:42.1;Lyn;1.07;0.96;68;;;;
NGC2476;G;07:56:45.18;+39:55:40.4;Lyn;1.26;0.68;143;;;;
NGC2477;OCl;07:52:09.78;-38:31:59.7;Pup;18.60;;;5.80;;;
NGC2478;Dup;07:36:35.02;-14:28:57.4;Pup;;;;;2422;;
NGC2479;OCl;07:55:06.07;-17:42:28.1;Pup;6.30;;;9.60;;;
NGC2480;G;07:57:10.44;+23:46:47.3;Gem;1.32;0.51;163;;;;
NGC2481;G;07:57:13.75;+23:46:04.0;Gem;1.40;0.58;19;;;;
NGC2482;OCl;07:55:10.37;-24:15:16.7;Pup;6.60;;;7.30;;;
NGC2483;OCl;07:55:38.79;-27:53:12.6;Pup;3.30;;;7.60;;;
NGC2484;G;07:58:28.11;+37:47:11.8;Lyn;1.69;1.04;141;14.90;;;
NGC2485;G;07:56:48.66;+07:28:40.6;CMi;1.57;1.46;5;;;;
NGC2486;G;07:57:56.49;+25:09:39.1;Gem;1.49;0.85;89;13.26;;;
NGC2487;G;07:58:20.46;+25:08:57.2;Gem;1.73;1.39;55;12.23;;;
NGC2488;G;08:01:45.98;+56:33:13.9;Lyn;1.45;0.83;100;;;;
NGC2489;OCl;07:56:14.94;-30:03:39.0;Pup;4.20;;;7.90;;;
NGC2490;G;07:59:17.87;+27:04:40.3;Gem;0.63;0.47;23;;;;
NGC2491;G;07:58:27.38;+07:59:01.7;CMi;0.69;0.53;78;;;;
NGC2492;G;07:59:29.71;+27:01:35.2;Gem;1.11;0.88;100;;;;
NGC2493;G;08:00:23.63;+39:49:49.5;Lyn;1.87;1.85;30;;;;
NGC2494;G;07:59:07.14;-00:38:16.5;Mon;0.97;0.80;89;;;487;
NGC2495;G;08:00:33.15;+39:50:24.1;Lyn;0.55;0.32;23;;;;
NGC2496;G;07:58:37.35;+08:01:47.3;CMi;1.86;1.48;173;;;;
NGC2497;G;08:02:11.13;+56:56:32.4;Lyn;1.58;1.36;25;;;;
NGC2498;G;07:59:38.85;+24:58:56.4;Cnc;1.04;0.67;127;;;;
NGC2499;G;07:58:51.71;+07:29:35.9;CMi;0.86;0.60;175;;;;
NGC2500;G;08:01:53.21;+50:44:13.6;Lyn;2.47;2.34;15;11.62;;;
NGC2501;G;07:58:30.04;-14:21:15.4;Pup;1.73;1.16;120;;;;
NGC2502;G;07:55:51.52;-52:18:24.4;Car;2.21;1.12;118;;;;
NGC2503;G;08:00:36.68;+22:24:00.2;Cnc;0.95;0.79;4;;;;
NGC2504;G;07:59:52.30;+05:36:29.2;CMi;0.62;0.37;126;;;;
NGC2505;G;08:04:06.84;+53:32:57.2;Lyn;1.19;0.57;1;;;;
NGC2506;OCl;08:00:01.78;-10:46:10.7;Mon;10.80;;;7.60;;;
NGC2507;G;08:01:37.21;+15:42:35.1;Cnc;1.52;1.43;60;;;;
NGC2508;G;08:01:57.22;+08:33:06.8;Cnc;1.95;1.55;126;;;;
NGC2509;OCl;08:00:47.82;-19:03:01.9;Pup;4.80;;;9.30;;;
NGC2510;G;08:02:10.68;+09:29:09.5;Cnc;0.97;0.67;114;;;;
NGC2511;G;08:02:15.01;+09:23:39.9;Cnc;1.04;0.57;118;;;;
NGC2512;G;08:03:07.85;+23:23:30.6;Cnc;1.35;0.78;116;;;;
NGC2513;G;08:02:24.67;+09:24:48.8;Cnc;1.91;1.43;153;;;;
NGC2514;G;08:02:49.64;+15:48:29.8;Cnc;1.20;1.13;30;;;;
NGC2515;**;08:03:21.29;+20:11:16.8;Cnc;;;;;;;
NGC2516;OCl;07:58:07.06;-60:45:12.5;Car;24.30;;;3.80;;;
NGC2517;G;08:02:47.07;-12:19:04.2;Pup;1.74;1.49;44;;;;
NGC2518;G;08:07:20.25;+51:07:53.8;Lyn;1.28;1.04;35;;;;
NGC2519;*;08:07:58.83;+51:07:41.6;Lyn;;;;;;;
NGC2520;OCl;08:04:58.18;-28:08:48.0;Pup;9.30;;;6.50;2527;;
